CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],RESISTANCE [Ω],TOLERANCE [%],DRIFT [ppm/K],TCORNER [°C],TMIN [°C],TMAX [°C],VMAX [V],IMAX [A],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKP,SUPPLIER1_STATUS,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_82k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE82K0,0,Resistor 0805 (2012 Metric) 82 kΩ 0.1 % 25 ppm/K,,R,82 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,82 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE82K0,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE82K0-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_82k0_B_25ppmK_Yageo_RT0805BRD0782KL,0,Resistor 0805 (2012 Metric) 82 kΩ 0.1 % 25 ppm/K,,R,82 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,82 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD0782KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1981CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_82k0_B_25ppmK_KOACorporation_RN73R2ATTD8202B25,0,Resistor 0805 (2012 Metric) 82 kΩ 0.1 % 25 ppm/K,,R,82 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,82 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD8202B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD8202B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_91k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 91 kΩ 0.1 % 25 ppm/K,,R,91 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,91 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_91k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE91K0, R_0805_91k0_B_25ppmK_Yageo_RT0805BRD0791KL, R_0805_91k0_B_25ppmK_KOACorporation_RN73R2ATTD9102B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_91k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE91K0,0,Resistor 0805 (2012 Metric) 91 kΩ 0.1 % 25 ppm/K,,R,91 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,91 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE91K0,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE91K0-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_91k0_B_25ppmK_Yageo_RT0805BRD0791KL,0,Resistor 0805 (2012 Metric) 91 kΩ 0.1 % 25 ppm/K,,R,91 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,91 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD0791KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1994CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_91k0_B_25ppmK_KOACorporation_RN73R2ATTD9102B25,0,Resistor 0805 (2012 Metric) 91 kΩ 0.1 % 25 ppm/K,,R,91 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,91 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD9102B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD9102B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_100k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 100 kΩ 0.1 % 25 ppm/K,,R,100 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,100 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_100k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE100K, R_0805_100k0_B_25ppmK_Yageo_RT0805BRD07100KL, R_0805_100k0_B_25ppmK_KOACorporation_RN73R2ATTD1003B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_100k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE100K,0,Resistor 0805 (2012 Metric) 100 kΩ 0.1 % 25 ppm/K,,R,100 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,100 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE100K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,738-RNCF0805BTE100KTR-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_100k0_B_25ppmK_Yageo_RT0805BRD07100KL,0,Resistor 0805 (2012 Metric) 100 kΩ 0.1 % 25 ppm/K,,R,100 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,100 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07100KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1759CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_100k0_B_25ppmK_KOACorporation_RN73R2ATTD1003B25,0,Resistor 0805 (2012 Metric) 100 kΩ 0.1 % 25 ppm/K,,R,100 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,100 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD1003B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD1003B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_110k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 110 kΩ 0.1 % 25 ppm/K,,R,110 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,110 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_110k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE110K, R_0805_110k0_B_25ppmK_Yageo_RT0805BRD07110KL, R_0805_110k0_B_25ppmK_KOACorporation_RN73R2ATTD1103B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_110k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE110K,0,Resistor 0805 (2012 Metric) 110 kΩ 0.1 % 25 ppm/K,,R,110 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,110 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE110K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE110K-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_110k0_B_25ppmK_Yageo_RT0805BRD07110KL,0,Resistor 0805 (2012 Metric) 110 kΩ 0.1 % 25 ppm/K,,R,110 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,110 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07110KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1764CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_110k0_B_25ppmK_KOACorporation_RN73R2ATTD1103B25,0,Resistor 0805 (2012 Metric) 110 kΩ 0.1 % 25 ppm/K,,R,110 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,110 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD1103B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD1103B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_120k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 120 kΩ 0.1 % 25 ppm/K,,R,120 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,120 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_120k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE120K, R_0805_120k0_B_25ppmK_Yageo_RT0805BRD07120KL, R_0805_120k0_B_25ppmK_KOACorporation_RN73R2ATTD1203B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_120k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE120K,0,Resistor 0805 (2012 Metric) 120 kΩ 0.1 % 25 ppm/K,,R,120 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,120 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE120K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE120K-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_120k0_B_25ppmK_Yageo_RT0805BRD07120KL,0,Resistor 0805 (2012 Metric) 120 kΩ 0.1 % 25 ppm/K,,R,120 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,120 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07120KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1770CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_120k0_B_25ppmK_KOACorporation_RN73R2ATTD1203B25,0,Resistor 0805 (2012 Metric) 120 kΩ 0.1 % 25 ppm/K,,R,120 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,120 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD1203B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD1203B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_130k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 130 kΩ 0.1 % 25 ppm/K,,R,130 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,130 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_130k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE130K, R_0805_130k0_B_25ppmK_Yageo_RT0805BRD07130KL, R_0805_130k0_B_25ppmK_KOACorporation_RN73R2ATTD1303B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_130k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE130K,0,Resistor 0805 (2012 Metric) 130 kΩ 0.1 % 25 ppm/K,,R,130 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,130 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE130K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE130K-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_130k0_B_25ppmK_Yageo_RT0805BRD07130KL,0,Resistor 0805 (2012 Metric) 130 kΩ 0.1 % 25 ppm/K,,R,130 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,130 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07130KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG4826CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_130k0_B_25ppmK_KOACorporation_RN73R2ATTD1303B25,0,Resistor 0805 (2012 Metric) 130 kΩ 0.1 % 25 ppm/K,,R,130 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,130 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD1303B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD1303B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_150k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 150 kΩ 0.1 % 25 ppm/K,,R,150 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,150 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_150k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE150K, R_0805_150k0_B_25ppmK_Yageo_RT0805BRD07150KL, R_0805_150k0_B_25ppmK_KOACorporation_RN73R2ATTD1503B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_150k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE150K,0,Resistor 0805 (2012 Metric) 150 kΩ 0.1 % 25 ppm/K,,R,150 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,150 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE150K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE150K-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_150k0_B_25ppmK_Yageo_RT0805BRD07150KL,0,Resistor 0805 (2012 Metric) 150 kΩ 0.1 % 25 ppm/K,,R,150 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,150 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07150KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1784CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_150k0_B_25ppmK_KOACorporation_RN73R2ATTD1503B25,0,Resistor 0805 (2012 Metric) 150 kΩ 0.1 % 25 ppm/K,,R,150 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,150 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD1503B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD1503B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_160k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 160 kΩ 0.1 % 25 ppm/K,,R,160 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,160 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_160k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE160K, R_0805_160k0_B_25ppmK_Yageo_RT0805BRD07160KL, R_0805_160k0_B_25ppmK_KOACorporation_RN73R2ATTD1603B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_160k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE160K,0,Resistor 0805 (2012 Metric) 160 kΩ 0.1 % 25 ppm/K,,R,160 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,160 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE160K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE160K-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_160k0_B_25ppmK_Yageo_RT0805BRD07160KL,0,Resistor 0805 (2012 Metric) 160 kΩ 0.1 % 25 ppm/K,,R,160 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,160 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07160KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1788CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_160k0_B_25ppmK_KOACorporation_RN73R2ATTD1603B25,0,Resistor 0805 (2012 Metric) 160 kΩ 0.1 % 25 ppm/K,,R,160 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,160 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD1603B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD1603B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_180k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 180 kΩ 0.1 % 25 ppm/K,,R,180 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,180 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_180k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE180K, R_0805_180k0_B_25ppmK_Yageo_RT0805BRD07180KL, R_0805_180k0_B_25ppmK_KOACorporation_RN73R2ATTD1803B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_180k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE180K,0,Resistor 0805 (2012 Metric) 180 kΩ 0.1 % 25 ppm/K,,R,180 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,180 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE180K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE180K-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_180k0_B_25ppmK_Yageo_RT0805BRD07180KL,0,Resistor 0805 (2012 Metric) 180 kΩ 0.1 % 25 ppm/K,,R,180 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,180 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07180KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG4839CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_180k0_B_25ppmK_KOACorporation_RN73R2ATTD1803B25,0,Resistor 0805 (2012 Metric) 180 kΩ 0.1 % 25 ppm/K,,R,180 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,180 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD1803B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD1803B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_200k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 200 kΩ 0.1 % 25 ppm/K,,R,200 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,200 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_200k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE200K, R_0805_200k0_B_25ppmK_Yageo_RT0805BRD07200KL, R_0805_200k0_B_25ppmK_KOACorporation_RN73R2ATTD2003B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_200k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE200K,0,Resistor 0805 (2012 Metric) 200 kΩ 0.1 % 25 ppm/K,,R,200 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,200 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE200K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,738-RNCF0805BTE200KTR-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_200k0_B_25ppmK_Yageo_RT0805BRD07200KL,0,Resistor 0805 (2012 Metric) 200 kΩ 0.1 % 25 ppm/K,,R,200 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,200 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07200KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG3357CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_200k0_B_25ppmK_KOACorporation_RN73R2ATTD2003B25,0,Resistor 0805 (2012 Metric) 200 kΩ 0.1 % 25 ppm/K,,R,200 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,200 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,KOA Corporation,RN73R2ATTD2003B25,https://www.koaspeer.com/pdfs/RN73R.pdf,2024-04-12,RoHS3 2015/863,DIGIKEY,2019-RN73R2ATTD2003B25CT-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,generic,R_0805_220k0_B_25ppmK_generic,0,generic Resistor 0805 (2012 Metric) 220 kΩ 0.1 % 25 ppm/K,,R,220 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,220 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0805_220k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE220K, R_0805_220k0_B_25ppmK_Yageo_RT0805BRD07220KL, R_0805_220k0_B_25ppmK_KOACorporation_RN73R2ATTD2203B25"
Passive Component / Resistor / Metal thinfilm,specific,R_0805_220k0_B_25ppmK_StackpoleElectronicsInc_RNCF0805BTE220K,0,Resistor 0805 (2012 Metric) 220 kΩ 0.1 % 25 ppm/K,,R,220 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,220 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RNCF0805BTE220K,https://www.seielect.com/catalog/sei-rncf.pdf,2025-04-08,RoHS3 2015/863,DIGIKEY,RNCF0805BTE220K-ND,ACTIVE,
Passive Component / Resistor / Metal thinfilm,specific,R_0805_220k0_B_25ppmK_Yageo_RT0805BRD07220KL,0,Resistor 0805 (2012 Metric) 220 kΩ 0.1 % 25 ppm/K,,R,220 kΩ,Device:R,Resistor_SMD:R_0805_2012Metric,0805,,220 kΩ,0.1 %,25 ppm/K,70 °C,-55 °C,155 °C,150 V,-,0.125 W,SMT,,,2025-08-06 BLU,,,Yageo,RT0805BRD07220KL,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,2025-05-06 Version 16,RoHS3 2015/863,DIGIKEY,YAG1829CT-ND,ACTIVE,
